Amplitude,Spike Count,Area,Peak (uV),Trough (uV),PTratio,Duration (ms),Footprint
113,490,SSp-tr6a,40.2,-73.2,0.5,0.3,40
164,428,SSp-tr6a,62.1,-102.4,0.6,0.5,80
160,91,SSp-tr6a,47.6,-112.6,0.4,0.6,63
216,907,SSp-tr6a,75.6,-140,0.5,0.53,75
98,5503,SSp-tr5,22.8,-75.3,0.3,0.6,28
120,533,SSp-tr5,28.2,-92.2,0.3,0.3,12
857,549,SSp-tr5,182.5,-674.1,0.3,0.6,55
202,353,SSp-tr5,55.1,-146.6,0.4,0.67,50
97,690,SSp-tr6a,24.2,-72.3,0.3,0.8,45
175,3216,SSp-tr6a,59.1,-115.7,0.5,0.5,75
240,607,SSp-tr5,64.7,-175.8,0.4,0.57,55
146,864,SSp-tr5,45.5,-100.1,0.5,0.57,52
792,345,SSp-tr6a,184.7,-607.2,0.3,0.63,62
135,4181,CA1,49.4,-85.5,0.6,0.77,40
64,441,CA1,21.7,-42.4,0.5,0.73,33
92,1259,CA1,67.7,-24.4,2.8,0.37,0
81,340,cc,56.2,-24.5,2.3,0.8,30
164,707,cc,110.2,-53.7,2.1,0.3,20
391,415,cc,99.1,-291.8,0.3,0.57,51
213,761,SSp-tr6b,61,-152.5,0.4,0.8,54
312,404,SSp-tr6b,90.1,-221.9,0.4,0.53,69
151,1131,SSp-tr6b,47.3,-103.3,0.5,0.53,38
288,402,SSp-tr6b,81.6,-206.6,0.4,0.53,58
103,2557,SSp-tr6b,36.2,-67.2,0.5,0.8,41
290,114,SSp-tr6b,103.3,-186.4,0.6,0.23,42
205,203,SSp-tr6a,57.4,-147.2,0.4,0.5,61
350,215,SSp-tr6a,108,-241.6,0.4,0.47,101
93,2116,SSp-tr6a,28.5,-64.8,0.4,0.77,46
218,1297,SSp-tr6a,49.6,-168.6,0.3,0.27,29
121,173,SSp-tr6a,21.1,-99.9,0.2,0.8,61
140,2448,SSp-tr6a,31.2,-108.7,0.3,0.33,7
357,213,SSp-tr6a,115.8,-240.8,0.5,0.5,99
252,735,SSp-tr6a,57,-195,0.3,0.7,55
323,218,SSp-tr6a,130.4,-192.7,0.7,0.67,104
173,4258,SSp-tr6a,115.5,-57,2,1,8
423,306,SSp-tr6a,116.2,-307.1,0.4,0.67,75
211,1244,SSp-tr6a,67.4,-143.3,0.5,0.5,73
92,344,CA1,65.7,-26.5,2.5,0.4,0
141,412,SSp-tr6b,41.9,-98.7,0.4,0.57,66
96,729,CA1,34.3,-61.6,0.6,0.83,39
146,674,SSp-tr6a,45.3,-100.5,0.5,0.53,63
69,1287,CA1,17.9,-51.1,0.4,1.17,8
113,144,CA1,25.1,-87.9,0.3,0.8,41
72,87,CA1,13.3,-58.6,0.2,1.33,9
183,161,CA1,53.5,-129.8,0.4,0.7,56
117,1713,CA1,29.7,-87.2,0.3,1.07,41
122,2512,CA1,27.4,-94.6,0.3,0.87,43
628,70,CA1,180.1,-448,0.4,0.33,38
128,462,CA1,38.7,-89.4,0.4,0.57,40
230,3784,CA1,75.9,-154.2,0.5,0.6,50
81,3298,CA1,20.7,-60.3,0.3,0.9,46
148,391,CA1,49.9,-97.7,0.5,0.53,68
116,570,CA1,38.7,-76.8,0.5,0.67,50
234,94,CA1,70.3,-163.6,0.4,0.5,53
149,4032,CA1,36.6,-112.8,0.3,0.97,30
257,1031,CA1,45.7,-210.9,0.2,0.33,47
225,155,CA1,49.6,-175.5,0.3,0.27,11
322,531,CA1,92.8,-229.1,0.4,0.33,51
163,78,CA1,57.8,-105,0.6,0.97,61
171,91,CA1,53.9,-116.9,0.5,0.73,46
121,556,CA1,31.8,-89,0.4,0.53,32
219,573,CA1,62.5,-156.9,0.4,0.6,56
140,390,CA1,25.7,-114,0.2,0.83,46
168,364,CA1,30.6,-136.9,0.2,0.83,55
95,5098,CA1,75,-19.9,3.8,0.27,6
148,213,CA1,57.6,-90.3,0.6,0.7,27
153,787,CA1,49.1,-103.9,0.5,0.73,24
118,2736,CA1,22.8,-95.2,0.2,0.27,9
137,329,CA1,38.5,-98.1,0.4,0.7,44
79,660,CA1,26.4,-53.1,0.5,0.8,36
63,1681,CA1,27.8,-35.6,0.8,1.1,7
72,481,DG-mo,42,-29.8,1.4,0.3,19
130,117,DG-mo,34,-96.5,0.4,0.83,38
156,409,DG-mo,22.5,-133.5,0.2,0.23,11
99,1094,DG-mo,17.8,-81,0.2,0.43,13
89,18080,CA2,33.1,-55.4,0.6,1.07,12
145,533,CA2,43.6,-101.8,0.4,0.27,12
151,241,CA2,10.4,-140.4,0.1,0.3,12
91,1225,CA1,30.4,-60.7,0.5,0.9,49
82,544,CA1,26.4,-55.5,0.5,0.73,30
112,343,CA1,29.5,-82.9,0.4,0.73,30
104,2312,CA3,42.6,-61.8,0.7,0.27,6
274,547,CA3,72.4,-202.1,0.4,0.7,80
81,1466,CA3,11.1,-69.8,0.2,0.87,30
189,174,CA3,27,-161.9,0.2,0.83,53
94,861,CA3,32.5,-61.7,0.5,1.13,18
162,128,CA3,23.5,-138.3,0.2,1.17,17
125,435,CA3,14.9,-110,0.1,0.43,12
480,225,CA3,109.9,-370.5,0.3,0.97,58
106,1066,CA3,27.1,-78.8,0.3,1.07,10
97,1058,CA3,29.3,-67.9,0.4,0.93,21
127,270,alv,47.5,-79.3,0.6,0.67,44
328,74,CA3,92.1,-235.6,0.4,0.5,84
96,1608,CA3,23.1,-72.6,0.3,0.63,33
100,2059,CA3,26.9,-72.9,0.4,0.23,10
386,1688,CA3,97.7,-287.8,0.3,0.67,53
120,557,CA3,33.1,-87.3,0.4,0.23,12
137,215,CA3,30.5,-106.6,0.3,0.8,49
365,54,CA3,73.8,-291.6,0.3,0.77,49
148,116,CA3,33.8,-113.8,0.3,0.37,14
97,90,CA3,33.8,-63.3,0.5,0.77,47
248,848,CA3,69.7,-178.5,0.4,0.47,42
156,95,CA3,49.6,-106.3,0.5,0.63,43
411,1076,alv,117,-294.2,0.4,0.27,38
136,3286,alv,35.3,-100.9,0.4,0.27,7
196,3059,alv,62.7,-133.7,0.5,0.23,47
318,85,alv,91.9,-225.9,0.4,0.6,48
108,807,alv,27,-80.8,0.3,0.7,33
361,3101,alv,166.5,-194.7,0.9,0.2,33
192,830,alv,59.4,-132.6,0.4,0.77,41
187,315,alv,61,-126,0.5,0.7,42
185,384,alv,59.8,-125.5,0.5,0.73,34
170,98,alv,58.2,-111.9,0.5,0.87,34
161,286,alv,40,-121.1,0.3,0.6,51
97,263,alv,29.3,-67.9,0.4,0.67,51
597,101,alv,116.8,-480.2,0.2,0.63,60
594,100,alv,118.2,-475.8,0.2,0.63,60
310,77,alv,65.7,-244.1,0.3,0.7,42
174,103,alv,46.5,-127.3,0.4,0.63,50
451,146,alv,98,-352.6,0.3,0.73,53
117,70,alv,27.3,-89.4,0.3,0.8,44
88,368,alv,34.8,-53.3,0.7,0.63,19
172,316,alv,66.9,-105.2,0.6,0.6,49
112,525,alv,26.7,-84.9,0.3,0.77,50
180,162,alv,35.4,-144.9,0.2,0.77,39
498,85,CA3,96.6,-401.3,0.2,0.63,39
332,226,CA3,84.5,-247.5,0.3,0.67,50
325,254,CA3,76,-249.5,0.3,0.67,38
78,610,alv,19.2,-58.7,0.3,0.7,27
123,326,alv,31.8,-90.9,0.3,0.63,39
78,618,alv,30.7,-46.8,0.7,0.83,18
317,325,LD,89.4,-227.3,0.4,0.2,45
230,114,LD,138.3,-91.3,1.5,0.67,46
250,146,LD,134.6,-115.6,1.2,0.7,48
162,524,LD,47.3,-114.4,0.4,0.67,44
127,243,LD,41.1,-86,0.5,0.83,51
338,307,LD,87.8,-250,0.4,0.2,45
83,2267,LD,16.5,-66.6,0.2,1.3,35
149,443,LD,32.9,-115.7,0.3,0.9,42
252,8571,LD,61.1,-191.1,0.3,0.83,29
177,645,LD,46.8,-130.6,0.4,0.67,54
335,1084,LD,93.9,-240.9,0.4,0.57,43
227,1059,LD,47.5,-179.1,0.3,0.9,44
721,1179,LD,141.9,-578.7,0.2,0.77,55
157,460,LD,57.3,-99.3,0.6,0.5,43
159,907,LD,44.3,-114.3,0.4,0.93,21
140,330,LD,54.7,-85,0.6,0.57,40
194,552,LD,61.7,-132.7,0.5,0.87,54
565,854,LD,176.1,-389.2,0.5,0.27,34
108,71,LD,36.9,-71,0.5,0.57,24
186,3429,LD,52.8,-133.5,0.4,0.23,10
253,230,LD,118.6,-134.1,0.9,0.57,42
188,5709,LD,63.3,-124.9,0.5,0.2,67
264,200,LD,80.2,-183.8,0.4,0.6,38
115,1460,VPM,26.4,-88.2,0.3,0.67,43
153,226,VPM,45.5,-107.5,0.4,0.67,39
135,854,VPM,16.6,-118.5,0.1,1.17,32
136,752,VPM,55.2,-81.1,0.7,0.3,38
300,18973,TH,27.8,-271.7,0.1,0.53,17
71,1750,VPM,13.3,-57.2,0.2,0.77,13
127,223,TH,43.7,-82.8,0.5,0.57,45
88,172,TH,22.6,-65.3,0.3,1.1,17
130,552,TH,45.8,-84.3,0.5,0.63,47
264,80,TH,73.2,-191.1,0.4,0.63,62
81,6473,TH,32.9,-48.5,0.7,0.67,28
103,8883,TH,41.3,-61.8,0.7,0.37,36
114,900,TH,20.9,-93.4,0.2,0.7,26
151,207,VPM,39.6,-110.9,0.4,0.67,44
128,381,VPM,37.1,-91,0.4,0.63,35
111,704,VPM,51.9,-58.8,0.9,0.27,46
103,5007,VPM,35.2,-68.1,0.5,0.97,19
164,266,VPM,51.6,-112.4,0.5,0.6,60
145,329,VPM,54.1,-91.1,0.6,0.63,60
128,879,VPM,39.6,-87.9,0.5,0.7,50
109,369,VPM,14.9,-93.7,0.2,0.63,34
161,2161,TH,48.2,-112.7,0.4,0.87,44
161,1101,TH,34.5,-126.4,0.3,0.7,37
424,961,RT,101.1,-322.6,0.3,0.7,56
147,1431,TH,29.8,-117.3,0.3,0.47,48
500,265,TH,124.2,-376.2,0.3,0.67,64
149,144,VPL,45.6,-103.7,0.4,0.3,39
682,346,VPL,149.6,-532,0.3,0.63,84
810,995,VPL,157.4,-652.6,0.2,0.63,65
367,1501,VPL,127.8,-238.8,0.5,0.27,51
218,4761,VPL,71.2,-146.9,0.5,0.23,32
148,2063,TH,35,-112.9,0.3,0.5,25
260,668,TH,71.1,-189,0.4,0.63,69
145,1932,TH,26.5,-118.3,0.2,0.67,46
256,251,TH,79.8,-175.8,0.5,0.67,52
226,614,TH,59.9,-166.1,0.4,0.67,67
135,559,RT,35.5,-99.5,0.4,0.5,33
138,501,TH,30.2,-107.4,0.3,0.6,43
125,420,TH,39.1,-86.4,0.5,0.73,33
77,2364,TH,17.7,-59.6,0.3,0.37,15
139,764,TH,52.4,-86.7,0.6,0.27,51
181,400,RT,46.5,-134.5,0.3,0.7,70
195,916,RT,55.4,-139.7,0.4,0.6,25
244,309,TH,36.6,-207.8,0.2,0.7,44
72,276,SI,13,-59,0.2,0.47,25
50,2143,SI,11.9,-38.1,0.3,0.97,10
90,487,SI,22.7,-66.9,0.3,0.8,18
266,726,SI,81.4,-184.1,0.4,0.73,40
120,2719,SI,54.2,-66.1,0.8,0.27,26
237,1744,SI,48,-189.5,0.3,0.4,81
117,83,SI,42,-74.7,0.6,0.63,36
132,1680,OLF,34.4,-97.3,0.4,0.6,55
107,2140,OLF,26.4,-81,0.3,0.6,35
144,74,OLF,41.2,-102.8,0.4,0.67,50
117,4471,OLF,24.9,-92.5,0.3,0.9,20
76,303,SI,15.4,-61.1,0.3,0.83,23
160,4211,MOs5,36.1,-124,0.3,0.37,41
128,3728,MOs5,60.5,-68,0.9,1.3,19
1109,180,MOs5,1105.2,-3.4,328.7,2.67,48
1231,373,MOs5,1199.9,-31.2,38.5,2.67,48
150,537,MOs5,40.4,-110.1,0.4,1.07,22
1711,385,MOs5,1709.5,-1.9,901.9,2.67,48
93,436,MOs5,5.5,-87.3,0.1,0.63,16
93,1364,MOs5,50,-42.6,1.2,0.9,10
87,254,MOs5,15.5,-71.9,0.2,0.77,34
83,2133,MOs5,22.9,-59.9,0.4,0.5,22
129,781,MOs5,43.9,-85.1,0.5,0.67,57
103,174,MOs5,18.2,-85.2,0.2,0.23,43
162,360,MOs5,70.8,-91,0.8,0.63,86
169,1200,MOs5,47.2,-121.7,0.4,0.77,43
186,309,MOs5,28.7,-157.8,0.2,0.73,77
158,252,MOs5,48.4,-109.3,0.4,0.6,62
188,223,MOs5,71.9,-116.3,0.6,0.67,49
128,1813,MOs5,63.1,-64.5,1,0.67,46
162,4084,MOs5,52.5,-109,0.5,0.17,37
212,464,MOs5,86.9,-125.3,0.7,0.63,42
138,3531,MOs5,40.6,-97.3,0.4,0.93,52
91,317,MOs5,53.2,-37.7,1.4,0.6,18
174,276,MOs6a,59,-115,0.5,0.53,41
200,180,MOs6a,49.4,-150.9,0.3,0.53,15
152,210,MOs6a,39,-112.7,0.3,0.77,48
159,557,MOs6a,66.2,-93.2,0.7,0.57,70
411,100,MOs6a,156.6,-254.4,0.6,0.27,42
409,6791,MOs6a,142.1,-266.7,0.5,0.27,73
104,554,MOs6a,44.7,-59.3,0.8,0.67,31
377,738,MOs6a,130,-247.4,0.5,0.27,75
222,2218,MOs6a,73.2,-149,0.5,0.6,68
317,412,MOs6a,85.5,-231.6,0.4,0.7,56
346,427,MOs6a,111.3,-234.4,0.5,0.77,60
399,1443,MOs6a,72.7,-326.4,0.2,0.73,31
496,297,MOs6a,92.3,-403.6,0.2,0.8,37
131,188,MOs6a,25.1,-106.1,0.2,0.63,57
187,277,MOs5,59.7,-127.1,0.5,0.63,80
115,5387,MOs5,47,-67.6,0.7,0.8,34
140,443,MOs5,39.1,-100.5,0.4,0.57,35
190,431,MOs5,58.4,-131.2,0.4,0.57,70
111,307,MOs6a,25.8,-85.5,0.3,0.6,55
88,2450,MOs6a,24.3,-63.8,0.4,0.53,36
133,641,MOs5,26.8,-106.2,0.3,0.73,65
126,280,ORBl6a,38.9,-87.5,0.4,0.57,40
146,1386,ORBl6a,48.6,-97.4,0.5,0.53,60
264,193,MOp6a,81.8,-182.6,0.4,0.7,55
164,498,ORBl6a,26.6,-137.6,0.2,0.47,13
191,108,ORBl6a,46.7,-143.9,0.3,0.47,24
525,3592,ORBl6a,129.3,-396.1,0.3,0.73,53
317,170,MOp6a,103.5,-213.2,0.5,0.67,57
242,303,MOp6a,59.5,-182.2,0.3,0.77,51
225,828,MOs6a,66,-159.3,0.4,0.17,44
198,515,MOs6a,75.6,-122.5,0.6,0.7,68
317,167,MOp6a,102.1,-214.5,0.5,0.67,58
120,2459,MOs6a,46.1,-74,0.6,0.6,19
210,836,MOs6a,73.5,-136,0.5,0.43,64
243,423,MOs6a,63.6,-179.8,0.4,0.77,68
178,8197,MOs6a,55,-123.3,0.4,0.4,51
361,127,MOs6a,98.4,-262.2,0.4,0.6,78
181,589,MOs6a,71.4,-109.3,0.7,0.6,19
202,722,MOp6a,81.3,-120.5,0.7,0.17,41
446,393,ORBl6a,93.4,-352.9,0.3,0.8,27
380,638,ORBl6a,109.8,-270.6,0.4,0.87,36
139,288,MOs6a,44.1,-94.9,0.5,1.07,40
166,828,MOs6a,39.2,-127.2,0.3,0.77,40
225,511,MOs6a,81.6,-143.3,0.6,0.67,43
161,466,MOs6a,38.8,-122.4,0.3,0.67,60
101,328,MOs6a,53.1,-47.5,1.1,0.67,35
132,416,MOs6a,35.4,-96.5,0.4,0.67,54
134,565,ORBl5,34.3,-99.9,0.3,1.3,31
90,2094,ORBl6a,41.4,-48.6,0.9,0.97,11
142,410,ORBl6a,56.9,-85.1,0.7,0.43,24
196,391,ORBl6a,40.3,-155.2,0.3,0.67,37
150,1781,ORBl6a,37.7,-112.4,0.3,0.6,54
193,187,ORBl6a,53.8,-139.2,0.4,0.67,19
111,5566,ORBl6a,20.4,-90.9,0.2,0.63,22
167,437,ORBl2/3,39.4,-127.8,0.3,0.4,19
445,1082,ORBl5,125.4,-319.7,0.4,0.23,42
766,403,ORBl5,172,-593.8,0.3,0.73,54
198,2676,ORBl5,79.8,-118.3,0.7,0.5,28
180,232,ORBl5,23.4,-156.8,0.1,0.7,34
266,100,ORBl5,93.5,-172.7,0.5,0.63,51
171,277,ORBl5,55.6,-115.7,0.5,0.67,50
381,6791,ORBl5,144.5,-236.6,0.6,0.17,41
684,483,ORBl5,144.7,-538.9,0.3,0.77,48
300,146,ORBl5,95.3,-204.4,0.5,0.6,39
173,82,ORBl5,46.7,-126.8,0.4,1.13,48
120,427,ORBl5,37.4,-82.2,0.5,0.97,16
81,455,ORBl5,29,-51.8,0.6,0.8,43
148,86,ORBl5,20,-128,0.2,0.7,31
125,224,ORBl5,23.4,-101.8,0.2,0.8,45
195,1057,ORBl5,63.4,-131.5,0.5,0.23,44
526,350,ORBl5,116.8,-409.4,0.3,0.63,51
548,444,ORBl5,118.7,-429.3,0.3,0.73,60
181,2039,ORBl2/3,37.2,-144.1,0.3,0.83,37
134,2608,ORBl2/3,29.3,-104.4,0.3,0.8,34
146,407,ORBl2/3,30.8,-115.3,0.3,0.37,37
94,1088,ORBl2/3,22.9,-70.9,0.3,0.63,17
118,508,ORBl2/3,43.2,-75.1,0.6,0.67,32
231,265,ORBl2/3,60.3,-170.6,0.4,0.57,52
192,1244,ORBl2/3,59.7,-132,0.5,0.53,50
170,660,ORBl2/3,47,-123.2,0.4,0.63,51
159,264,ORBl2/3,40.8,-118.6,0.3,0.43,29
210,462,ORBl2/3,77.9,-132.1,0.6,0.27,45
136,496,ORBl2/3,44.6,-91.9,0.5,0.53,32
403,319,ORBl2/3,108.4,-294.4,0.4,0.67,73
161,224,ORBl2/3,83.6,-77.9,1.1,0.67,31
237,116,ORBl2/3,57.4,-179.7,0.3,0.73,53
210,299,ORBl2/3,68.2,-141.9,0.5,0.27,12
136,650,ORBl2/3,50.1,-85.4,0.6,0.57,27
163,632,ORBl2/3,31.1,-131.8,0.2,0.6,51
131,680,ORBl2/3,37.1,-94,0.4,0.57,39
201,5987,ORBl2/3,59.2,-141.7,0.4,0.27,104
477,183,ORBl1,151.2,-326,0.5,0.67,70
190,620,ORBl1,59.7,-130.7,0.5,1,43
291,399,ORBl1,74.4,-216.6,0.3,0.57,61
326,262,ORBl1,93.5,-232,0.4,0.57,64
579,246,ORBl1,183.8,-395.1,0.5,0.63,72
318,219,ORBl1,97.7,-219.9,0.4,0.67,42
249,109,ORBl1,62.8,-186.7,0.3,0.6,57
254,202,ORBl1,68.6,-185,0.4,0.73,54
382,3083,ORBl1,43.3,-338.9,0.1,0.7,50
340,232,ORBl1,121.3,-218.7,0.6,0.7,64
552,1281,ORBl1,159.4,-393.1,0.4,0.7,76
255,725,ORBl2/3,79.8,-175.4,0.5,0.6,55
297,2654,ORBl2/3,49.9,-246.8,0.2,0.67,37
650,124,ORBl2/3,197.6,-452.9,0.4,0.7,76
168,1356,ORBl2/3,57.8,-109.8,0.5,0.73,60
357,280,ORBl2/3,84.4,-273,0.3,0.77,70
392,189,ORBl2/3,105.3,-286.8,0.4,0.53,52
228,1168,ORBl2/3,96.1,-132.2,0.7,0.63,64
295,198,ORBl2/3,73.2,-222.3,0.3,0.63,54
277,1529,ORBl2/3,100.4,-176.8,0.6,0.17,24
189,795,ORBl2/3,69.5,-119.7,0.6,0.47,63
540,516,ORBl2/3,154.9,-385.5,0.4,0.53,67
160,3186,ORBl2/3,56.6,-103.8,0.5,0.57,34
134,539,ORBl2/3,31.7,-102.1,0.3,0.57,19
258,1274,ORBl2/3,79,-178.7,0.4,0.17,36
122,1361,ORBl1,23.5,-98.6,0.2,0.67,23
154,3752,ORBl1,61,-93,0.7,0.87,32
227,1096,ORBl2/3,90.9,-136.5,0.7,0.47,40
186,1130,ORBl2/3,60.7,-125.3,0.5,0.4,46
157,278,ORBl2/3,55,-102.4,0.5,0.57,50
144,2354,ORBl2/3,22.5,-121.3,0.2,0.73,31
171,334,ORBl2/3,47.2,-123.8,0.4,0.73,48
106,5465,ORBl1,35.2,-70.3,0.5,0.7,51
376,357,ORBl1,68.3,-307.3,0.2,0.73,55
147,937,ORBl2/3,59.4,-87.6,0.7,0.8,55
142,432,ORBl2/3,24,-118.3,0.2,0.57,17
181,1662,ORBl1,64,-117.3,0.5,0.2,57
173,305,ORBl1,75,-97.8,0.8,0.7,45
155,713,ORBl2/3,58.4,-97,0.6,0.57,72
244,407,AON,91.2,-152.7,0.6,0.7,46
156,327,PIR,45.2,-110.9,0.4,0.93,49
368,451,PIR,88.4,-279.7,0.3,0.67,71
276,175,PIR,66.9,-209.1,0.3,0.73,68
169,1339,PIR,51.7,-117,0.4,0.27,26
198,8198,PIR,74.1,-123.9,0.6,0.33,33
262,25454,OLF,94.4,-167.1,0.6,0.27,38
276,647,ORBl1,98.5,-177.8,0.6,0.67,78
152,5153,ORBl1,33,-119.3,0.3,0.2,44
356,862,ORBl1,88.3,-267.4,0.3,0.63,59
442,616,ORBl1,135.8,-306.5,0.4,0.6,91
158,1477,OLF,51.5,-106.1,0.5,0.5,24
464,1179,ORBl1,70.6,-393.6,0.2,0.67,49
143,831,OLF,26.3,-117.2,0.2,0.47,38
166,2444,OLF,65.3,-100.5,0.6,0.5,33
281,358,PIR,87.2,-194.3,0.4,0.63,81
353,422,PIR,100.6,-252.3,0.4,0.67,70
668,512,PIR,128,-540.1,0.2,0.63,120
764,416,PIR,143.4,-620.4,0.2,0.73,123
321,1233,PIR,79.4,-241.7,0.3,0.7,77
439,257,PIR,86.6,-352.3,0.2,0.63,66
620,2013,PIR,196.6,-423.3,0.5,0.17,89
302,2284,PIR,90.2,-212.2,0.4,0.6,84
447,628,PIR,91.6,-355.8,0.3,0.6,110
419,2503,PIR,73.1,-345.6,0.2,0.73,108
370,1243,PIR,67.5,-302.5,0.2,0.7,84
629,558,PIR,94,-534.9,0.2,0.83,82
741,679,PIR,95.5,-645.1,0.1,0.77,100
290,550,PIR,80.6,-209.2,0.4,0.6,86
194,5178,PIR,59.9,-134.2,0.4,0.67,70
751,4559,PIR,119.4,-631.5,0.2,0.9,69
428,2411,PIR,75.4,-352.3,0.2,0.7,111
304,4987,PIR,78.1,-226.3,0.3,0.7,96
188,2925,PIR,43.1,-144.8,0.3,0.8,57
272,1384,PIR,61,-210.9,0.3,0.77,42
348,5927,PIR,81.5,-266.9,0.3,0.73,45
151,2400,PIR,118.7,-32,3.7,0.73,5
292,4179,PIR,73.6,-218.5,0.3,0.67,81
251,2832,PIR,45.4,-206,0.2,0.83,46
254,331,PIR,100.5,-154,0.7,0.9,58
239,434,PIR,41.6,-197.2,0.2,0.9,58
297,2089,PIR,88.7,-207.9,0.4,0.73,62
286,4003,PIR,57.2,-228.3,0.3,0.63,75
380,397,PIR,122.1,-257.9,0.5,0.63,69
231,546,PIR,58.8,-171.9,0.3,0.8,67
176,419,PIR,38.3,-137.3,0.3,1,50
196,4842,PIR,59.5,-136.7,0.4,0.57,93
187,425,PIR,36.1,-151,0.2,0.73,49
288,2132,PIR,69.2,-218.8,0.3,0.67,90
197,6989,PIR,66.5,-130.4,0.5,0.3,46
260,2834,PIR,94.7,-165.4,0.6,0.33,38
237,168,PIR,94,-143,0.7,0.37,32
104,1317,PIR,28.1,-75.8,0.4,0.3,34
191,300,PIR,63.3,-127.6,0.5,0.67,84
97,2124,PIR,25.3,-72,0.4,0.33,25
109,428,PIR,37.9,-70.9,0.5,0.4,32
103,819,PIR,37.7,-65.4,0.6,0.37,31
322,411,PIR,99.1,-223,0.4,0.57,80
199,1022,PIR,37.3,-161.6,0.2,0.47,18
328,1579,PIR,71.2,-257,0.3,0.57,59
231,481,PIR,46.9,-184.1,0.3,0.53,59
175,711,PIR,45.1,-129.7,0.3,0.23,56
239,322,PIR,53.2,-185.6,0.3,0.7,52
441,876,PIR,103.3,-338.1,0.3,0.53,51
191,1195,PIR,58,-133.4,0.4,0.57,51
253,207,PIR,38.2,-215.1,0.2,0.73,62
257,6523,PIR,52.5,-204.6,0.3,0.67,42
208,114,PIR,52.2,-156.2,0.3,0.63,81
251,354,PIR,69.9,-180.9,0.4,0.7,52
109,8271,PIR,11.9,-97.1,0.1,0.3,25
537,2524,PIR,230.6,-306.6,0.8,0.17,43
160,5040,PIR,34.3,-125.3,0.3,0.8,39
265,136,PIR,73.9,-191.2,0.4,0.63,77
196,2244,PIR,52.7,-143.4,0.4,0.6,65
537,638,PIR,109.3,-428.2,0.3,0.63,65
240,10159,PIR,105.7,-133.9,0.8,0.3,43
103,739,PIR,37.8,-65.7,0.6,0.37,43
164,3795,PIR,44.6,-119.2,0.4,0.63,48
154,2555,PIR,56.3,-97.6,0.6,0.4,40
205,3374,PIR,69.9,-135.5,0.5,0.3,54
239,12381,PIR,62.2,-176.8,0.4,0.3,28
156,2361,PIR,38.1,-117.6,0.3,0.6,53
138,623,PIR,38.3,-99.9,0.4,0.67,38
163,363,PIR,43.8,-119,0.4,0.57,78
121,466,PIR,47.8,-73.7,0.6,0.57,48
119,2935,PIR,33.3,-85.6,0.4,0.4,29
80,1428,PIR,29.4,-50.6,0.6,0.33,25
975,1362,PIR,142.6,-832.8,0.2,0.63,78
589,1210,PIR,104.8,-484.1,0.2,0.6,73
457,1600,PIR,87.4,-370,0.2,0.53,82
434,415,PIR,112.1,-322.3,0.3,0.5,74
759,1358,PIR,145,-613.8,0.2,0.57,67
956,601,PIR,199.4,-756.2,0.3,0.57,77
258,2065,PIR,80.4,-177.4,0.5,0.57,47
456,325,PIR,139.2,-317,0.4,0.3,68
1298,2319,PIR,256.2,-1041.4,0.2,0.53,70
409,112,PIR,85.2,-324.2,0.3,0.57,68
362,1227,PIR,121,-241,0.5,0.37,67
633,1198,PIR,141.7,-491,0.3,0.57,76
687,704,PIR,235.2,-451.7,0.5,0.17,57
391,1076,PIR,100.9,-289.9,0.3,0.53,74
618,1576,PIR,133.7,-484.6,0.3,0.63,91
468,339,PIR,119,-349.1,0.3,0.73,74
617,658,PIR,128.4,-488.4,0.3,0.67,58
584,656,PIR,123.4,-460.4,0.3,0.7,82
205,1451,PIR,61.8,-143.6,0.4,0.67,69
387,4941,PIR,75.4,-311.8,0.2,0.63,102
329,636,PIR,71,-257.7,0.3,0.6,74
303,900,PIR,78.5,-224.1,0.4,0.57,90
290,1774,PIR,87.9,-201.9,0.4,0.63,77
289,674,PIR,62.7,-226.4,0.3,0.67,73
782,171,PIR,165.4,-616.2,0.3,0.63,73
438,338,PIR,128,-310.1,0.4,0.53,71
291,590,PIR,86.1,-204.6,0.4,0.5,52
327,2329,PIR,51.4,-276.1,0.2,0.6,49
312,379,PIR,76.8,-234.8,0.3,0.43,60
320,1503,PIR,96.6,-223.3,0.4,0.57,77
682,4269,PIR,130.9,-551.4,0.2,0.6,78
109,582,PIR,46.2,-63.1,0.7,0.37,29
343,512,PIR,85.4,-258,0.3,0.57,86
488,862,PIR,113,-375,0.3,0.57,80
1006,855,PIR,197.8,-807.8,0.2,0.57,80
390,1985,PIR,82,-307.9,0.3,0.53,62
251,2287,PIR,56.4,-194.6,0.3,0.57,81
281,1070,PIR,59.7,-221.6,0.3,0.6,71
959,1469,PIR,131.7,-827.5,0.2,0.6,70
366,1422,PIR,86,-280.4,0.3,0.5,69
355,242,PIR,99.4,-255.5,0.4,0.63,51
146,20385,PIR,23.8,-121.9,0.2,0.67,21
665,9485,PIR,277.4,-388,0.7,0.17,48
91,7574,PIR,29.9,-61.6,0.5,0.87,40
461,4666,PIR,89.9,-371.1,0.2,0.53,65
119,1588,PIR,33.2,-85.9,0.4,0.57,51
141,2840,PIR,35.4,-105.1,0.3,0.37,18
535,304,PIR,133.7,-401.7,0.3,0.67,88
384,1390,PIR,94.6,-289.3,0.3,0.57,77
147,1174,PIR,20.2,-126.9,0.2,0.67,12
563,140,PIR,143.7,-419.3,0.3,0.63,61
