Amplitude,Spike Count,Area,Peak (uV),Trough (uV),PTratio,Duration (ms),Footprint
267,3574,cc,85.3,-181.6,0.5,0.3,42
252,235,cc,78.8,-173.2,0.5,0.23,51
184,474,cc,49.1,-134.5,0.4,0.63,57
245,235,cc,69.7,-175.3,0.4,0.27,51
553,4646,cc,140.9,-411.8,0.3,0.57,83
540,1778,cc,183.5,-356.3,0.5,0.47,108
372,4279,cc,69.5,-302.3,0.2,0.6,55
282,306,cc,95.9,-186.6,0.5,0.53,78
391,55,cc,72.6,-318.4,0.2,0.6,61
336,1740,cc,111.6,-224.5,0.5,0.53,91
401,3266,cc,134.1,-266.7,0.5,0.53,81
478,2015,cc,166.9,-311.3,0.5,0.5,110
164,1681,cc,51.3,-112.6,0.5,0.63,40
547,1752,cc,209.3,-337.6,0.6,0.47,108
134,3106,cc,33.6,-100.2,0.3,0.43,48
240,2061,cc,72.9,-167.5,0.4,0.5,73
188,971,cc,76.3,-112.2,0.7,0.2,29
219,839,cc,67.7,-151.1,0.4,0.67,83
224,1960,cc,66.6,-157.9,0.4,0.7,61
417,314,cc,128.3,-289,0.4,0.6,83
315,1085,cc,117.3,-197.5,0.6,0.47,90
166,429,cc,55.2,-110.9,0.5,0.7,49
265,2001,cc,105.1,-160,0.7,0.47,75
243,529,VISa6a,68.3,-175,0.4,0.67,43
165,413,VISa6a,44.7,-120.2,0.4,0.6,30
134,901,CA1,41.8,-92.7,0.5,0.73,47
155,5367,cc,53.9,-100.9,0.5,0.53,60
137,456,cc,44.6,-92.3,0.5,0.53,59
224,714,cc,81.6,-142.1,0.6,0.57,66
149,1089,cc,45.7,-103.7,0.4,0.57,58
335,1429,cc,124.2,-211.3,0.6,0.47,102
228,8954,cc,72.1,-156,0.5,0.53,62
238,1352,cc,84.6,-153,0.6,0.53,53
261,1824,cc,94.9,-165.9,0.6,0.57,73
130,2856,cc,48.2,-81.4,0.6,0.73,44
460,1920,cc,163.1,-296.9,0.5,0.5,109
110,1111,cc,35,-75.3,0.5,0.8,27
136,1834,cc,47.8,-88.2,0.5,0.53,52
156,755,cc,43.9,-111.9,0.4,0.53,52
136,1263,VISa6b,45,-91.3,0.5,0.47,96
182,555,cc,59.5,-123,0.5,0.5,61
127,284,cc,45.7,-81.7,0.6,0.5,70
339,1774,cc,124.6,-214,0.6,0.47,90
106,731,CA1,18.9,-87.2,0.2,1.23,24
170,360,CA1,43.5,-126,0.3,0.7,48
150,98,CA1,52.5,-97.2,0.5,0.53,41
87,675,CA1,23.5,-63.7,0.4,0.67,53
200,534,CA1,71.1,-128.8,0.6,0.53,45
249,820,CA1,90.2,-159.3,0.6,0.3,63
152,335,CA1,36.5,-115.1,0.3,0.67,39
147,254,CA1,55.6,-91.3,0.6,0.53,61
160,1878,CA1,47.7,-112.4,0.4,0.63,41
307,1326,CA1,85,-221.6,0.4,0.63,64
99,608,CA1,37.1,-62.3,0.6,0.47,38
248,6766,CA1,93.8,-154,0.6,0.27,51
368,3851,CA1,97.5,-270.4,0.4,0.27,86
88,5246,CA1,61.2,-26.5,2.3,0.47,0
356,3855,CA1,93,-262.6,0.4,0.27,85
200,8282,CA1,73.9,-126,0.6,0.2,54
157,646,CA1,47.9,-108.7,0.4,0.3,49
103,303,DG-mo,36.7,-65.8,0.6,0.6,29
95,111,DG-mo,35.8,-58.8,0.6,0.6,29
107,52,DG-mo,20.4,-86.1,0.2,0.6,26
66,333,DG-mo,11.8,-53.9,0.2,0.6,14
65,2330,DG-mo,46.9,-18.1,2.6,1.13,5
297,675,CA1,109.4,-188,0.6,0.17,74
179,137,CA1,46.4,-132.6,0.4,0.87,98
73,497,DG-mo,17.9,-55.2,0.3,0.7,29
40,150,DG-mo,9.2,-30.4,0.3,0.6,5
81,533,CA1,52.7,-28.5,1.8,1.23,4
183,756,CA1,54.9,-128.3,0.4,0.4,73
74,741,DG-mo,35.4,-38.3,0.9,0.7,9
73,419,CA1,27,-46.2,0.6,0.77,60
58,334,DG-mo,25.7,-31.8,0.8,0.93,8
53,420,DG-mo,18.5,-34,0.5,0.63,18
45,302,DG-mo,11,-34,0.3,0.9,10
267,4252,DG-mo,68.2,-198.7,0.3,0.37,47
62,554,DG-mo,21.9,-40.4,0.5,1,13
107,438,LGd,35.6,-71.9,0.5,0.6,35
270,3757,LGd,86.7,-183,0.5,0.4,48
168,5281,fiber tracts,38,-129.8,0.3,0.67,53
1072,6045,CA3,381.6,-690.1,0.6,0.17,73
519,2224,CA3,89.3,-429.7,0.2,0.63,54
524,2225,CA3,96.3,-427.9,0.2,0.63,54
453,356,CA3,170,-283,0.6,0.67,62
192,761,CA3,44.3,-148,0.3,0.77,65
177,1432,CA3,62.7,-114.7,0.5,1,43
181,330,CA3,37,-144.4,0.3,0.5,42
99,758,LGd,25.9,-73.6,0.4,0.9,45
290,3587,LGd,87.6,-202.6,0.4,0.3,50
420,4664,LGd,147.9,-272.3,0.5,0.2,62
319,5714,LGd,92.4,-227.1,0.4,0.27,64
115,327,LGd,39.2,-76.1,0.5,0.43,34
92,273,LGd,27.2,-64.8,0.4,0.7,34
178,638,LGd,44.1,-133.4,0.3,0.7,47
152,1244,LGd,33.5,-118.9,0.3,1.33,44
398,1378,VPM,101.8,-296.3,0.3,0.53,48
407,67,VPM,114,-292.8,0.4,0.43,78
207,3195,VPM,59.8,-147.6,0.4,0.43,54
281,3779,VPM,91.2,-189.4,0.5,0.47,67
252,4886,TH,103.8,-148.3,0.7,0.53,54
190,1164,TH,58.5,-131.8,0.4,0.47,60
306,603,TH,77.3,-228.5,0.3,0.4,56
149,1760,VPM,53.6,-95.5,0.6,0.53,66
175,1426,TH,51.4,-123.8,0.4,0.4,50
261,321,VPM,81.4,-179.6,0.5,0.33,44
337,2589,VPM,74.3,-262.3,0.3,0.57,73
164,15482,VPM,57.3,-106.6,0.5,0.63,44
307,8131,VPM,95.8,-211,0.5,0.43,74
341,4263,VPM,108.7,-232.7,0.5,0.4,67
691,1003,VPM,208.1,-482.6,0.4,0.37,87
169,750,VPM,52.2,-117.1,0.4,0.5,59
296,2302,VPM,89.2,-206.4,0.4,0.43,53
165,852,VPM,51.1,-113.6,0.4,0.4,60
220,1424,VPM,73.3,-146.7,0.5,0.4,64
212,2017,VPM,74.6,-137.1,0.5,0.47,46
655,2357,VPM,189.4,-465.2,0.4,0.47,84
168,6868,VPM,49.2,-119,0.4,0.57,54
136,1009,VPM,41.7,-94,0.4,0.37,66
86,2894,VPM,28.5,-57.5,0.5,0.6,60
116,1162,VPM,40.5,-75.3,0.5,0.5,40
274,1098,VPM,85.2,-188.6,0.5,0.43,59
198,387,VPM,52.2,-145.4,0.4,0.43,54
75,714,VPM,24.5,-50.3,0.5,0.53,33
230,524,VPM,71.2,-158.8,0.4,0.23,32
134,2813,VPM,46.4,-87.6,0.5,0.33,37
329,3631,VPM,109.8,-219.4,0.5,0.33,63
351,3146,VPM,128.9,-222.2,0.6,0.3,60
341,1705,VPM,110.2,-230.3,0.5,0.3,46
446,810,VPM,137.3,-308.4,0.4,0.33,51
223,865,VPM,66.2,-156.6,0.4,0.37,39
365,5959,VPM,133.6,-231.4,0.6,0.5,90
224,1383,VPM,64.8,-159.6,0.4,0.3,41
149,571,VPM,52.1,-97.1,0.5,0.4,65
239,8453,VPM,77.7,-161.6,0.5,0.37,47
254,4507,VPM,65.4,-188.7,0.3,0.37,42
200,642,VPM,65.6,-134.8,0.5,0.3,51
154,576,VPM,62.3,-91.3,0.7,0.43,38
176,1455,VPM,77.7,-98.2,0.8,0.4,41
268,563,VPM,78.9,-188.6,0.4,0.4,67
273,1564,VPL,78.5,-194.3,0.4,0.4,64
196,1479,VPL,67.7,-128.6,0.5,0.47,53
234,1042,VPM,65.5,-168.6,0.4,0.37,64
133,4508,VPM,44.9,-87.9,0.5,0.37,57
250,1392,VPM,78.2,-171.8,0.5,0.37,61
145,2029,VPM,50.7,-94.2,0.5,0.3,45
157,324,VPM,51.8,-105.2,0.5,0.3,51
137,1323,VPM,45.9,-91.6,0.5,0.3,31
178,1304,VPM,62.6,-115.7,0.5,0.33,43
156,806,VPM,48.7,-107.2,0.5,0.33,41
123,983,VPL,39.9,-83,0.5,0.4,37
107,899,VPM,41.4,-65.9,0.6,0.37,50
213,1519,VPM,72.5,-140.9,0.5,0.3,56
275,3391,VPL,87.3,-187.2,0.5,0.4,41
276,475,VPL,73.9,-201.6,0.4,0.3,54
265,1163,VPL,77.8,-187.2,0.4,0.33,51
122,5689,VPL,35.3,-86.3,0.4,0.4,34
476,948,VPL,139,-336.7,0.4,0.33,59
550,863,VPL,159.6,-390.6,0.4,0.33,74
437,3830,VPL,137.7,-298.8,0.5,0.37,62
149,1199,VPL,44.9,-104.3,0.4,0.37,74
392,1540,VPL,131.9,-260,0.5,0.37,79
376,284,VPL,165.8,-210.4,0.8,0.43,72
493,704,VPL,217.2,-276.3,0.8,0.37,64
145,4315,VPL,38.2,-106.9,0.4,0.33,33
258,1213,VPL,76.6,-181.3,0.4,0.37,73
152,545,VPL,53.8,-97.7,0.6,0.33,49
194,2741,VPL,63,-131.2,0.5,0.47,53
238,1458,VPL,77.9,-159.9,0.5,0.33,51
255,471,VPL,82.9,-172.5,0.5,0.37,68
163,3752,VPL,57,-106.3,0.5,0.4,64
141,554,VPL,47.3,-93.6,0.5,0.37,33
113,1587,RT,40.6,-72.6,0.6,0.43,48
155,4235,RT,52.1,-103.1,0.5,0.5,67
253,822,RT,84,-169.3,0.5,0.4,72
366,1929,VPL,122.2,-243.9,0.5,0.47,71
418,72,VPL,130,-287.7,0.5,0.4,70
179,7230,VPL,52,-126.9,0.4,0.5,73
273,6262,VPL,88.6,-184.6,0.5,0.5,75
171,3143,VPL,46.4,-124.7,0.4,0.4,43
204,7224,VPL,67.9,-135.8,0.5,0.43,58
413,1916,VPL,128.3,-284.9,0.5,0.37,75
290,7977,VPL,94.1,-196.3,0.5,0.4,59
97,917,RT,33.4,-64,0.5,0.53,48
239,1596,VPL,83.6,-155,0.5,0.4,87
134,6579,VPL,42.9,-90.7,0.5,0.5,38
203,3580,VPL,56.7,-145.9,0.4,0.4,39
271,2414,VPL,92.2,-179.1,0.5,0.43,62
198,4479,VPL,65.5,-132.3,0.5,0.47,92
202,2211,VPL,56,-145.7,0.4,0.33,35
170,5019,VPL,60.7,-109.7,0.6,0.37,68
128,1475,MOp6a,44.3,-83.3,0.5,0.23,32
114,782,MOp6a,34,-80.4,0.4,0.6,38
42,150,MOp6a,3,-39.5,0.1,0.83,29
186,717,MOp6a,58.8,-127.5,0.5,0.57,91
218,472,CA1,63.4,-154.3,0.4,0.67,46
219,1746,fiber tracts,79.4,-139.8,0.6,0.27,55
145,440,fiber tracts,48.3,-96.9,0.5,0.3,36
153,1575,fiber tracts,43.7,-109.2,0.4,0.57,55
267,3574,cc,85.3,-181.6,0.5,0.3,42
252,235,cc,78.8,-173.2,0.5,0.23,51
184,474,cc,49.1,-134.5,0.4,0.63,57
245,235,cc,69.7,-175.3,0.4,0.27,51
553,4646,cc,140.9,-411.8,0.3,0.57,83
540,1778,cc,183.5,-356.3,0.5,0.47,108
372,4279,cc,69.5,-302.3,0.2,0.6,55
282,306,cc,95.9,-186.6,0.5,0.53,78
391,55,cc,72.6,-318.4,0.2,0.6,61
336,1740,cc,111.6,-224.5,0.5,0.53,91
401,3266,cc,134.1,-266.7,0.5,0.53,81
478,2015,cc,166.9,-311.3,0.5,0.5,110
164,1681,cc,51.3,-112.6,0.5,0.63,40
547,1752,cc,209.3,-337.6,0.6,0.47,108
134,3106,cc,33.6,-100.2,0.3,0.43,48
240,2061,cc,72.9,-167.5,0.4,0.5,73
188,971,cc,76.3,-112.2,0.7,0.2,29
219,839,cc,67.7,-151.1,0.4,0.67,83
224,1960,cc,66.6,-157.9,0.4,0.7,61
417,314,cc,128.3,-289,0.4,0.6,83
315,1085,cc,117.3,-197.5,0.6,0.47,90
166,429,cc,55.2,-110.9,0.5,0.7,49
265,2001,cc,105.1,-160,0.7,0.47,75
243,529,VISa6a,68.3,-175,0.4,0.67,43
165,413,VISa6a,44.7,-120.2,0.4,0.6,30
134,901,CA1,41.8,-92.7,0.5,0.73,47
155,5367,cc,53.9,-100.9,0.5,0.53,60
137,456,cc,44.6,-92.3,0.5,0.53,59
224,714,cc,81.6,-142.1,0.6,0.57,66
149,1089,cc,45.7,-103.7,0.4,0.57,58
335,1429,cc,124.2,-211.3,0.6,0.47,102
228,8954,cc,72.1,-156,0.5,0.53,62
238,1352,cc,84.6,-153,0.6,0.53,53
261,1824,cc,94.9,-165.9,0.6,0.57,73
130,2856,cc,48.2,-81.4,0.6,0.73,44
460,1920,cc,163.1,-296.9,0.5,0.5,109
110,1111,cc,35,-75.3,0.5,0.8,27
136,1834,cc,47.8,-88.2,0.5,0.53,52
156,755,cc,43.9,-111.9,0.4,0.53,52
136,1263,VISa6b,45,-91.3,0.5,0.47,96
182,555,cc,59.5,-123,0.5,0.5,61
127,284,cc,45.7,-81.7,0.6,0.5,70
339,1774,cc,124.6,-214,0.6,0.47,90
106,731,CA1,18.9,-87.2,0.2,1.23,24
170,360,CA1,43.5,-126,0.3,0.7,48
150,98,CA1,52.5,-97.2,0.5,0.53,41
87,675,CA1,23.5,-63.7,0.4,0.67,53
200,534,CA1,71.1,-128.8,0.6,0.53,45
249,820,CA1,90.2,-159.3,0.6,0.3,63
152,335,CA1,36.5,-115.1,0.3,0.67,39
147,254,CA1,55.6,-91.3,0.6,0.53,61
160,1878,CA1,47.7,-112.4,0.4,0.63,41
307,1326,CA1,85,-221.6,0.4,0.63,64
99,608,CA1,37.1,-62.3,0.6,0.47,38
248,6766,CA1,93.8,-154,0.6,0.27,51
368,3851,CA1,97.5,-270.4,0.4,0.27,86
88,5246,CA1,61.2,-26.5,2.3,0.47,0
356,3855,CA1,93,-262.6,0.4,0.27,85
200,8282,CA1,73.9,-126,0.6,0.2,54
157,646,CA1,47.9,-108.7,0.4,0.3,49
103,303,DG-mo,36.7,-65.8,0.6,0.6,29
95,111,DG-mo,35.8,-58.8,0.6,0.6,29
107,52,DG-mo,20.4,-86.1,0.2,0.6,26
66,333,DG-mo,11.8,-53.9,0.2,0.6,14
65,2330,DG-mo,46.9,-18.1,2.6,1.13,5
297,675,CA1,109.4,-188,0.6,0.17,74
179,137,CA1,46.4,-132.6,0.4,0.87,98
73,497,DG-mo,17.9,-55.2,0.3,0.7,29
40,150,DG-mo,9.2,-30.4,0.3,0.6,5
81,533,CA1,52.7,-28.5,1.8,1.23,4
183,756,CA1,54.9,-128.3,0.4,0.4,73
74,741,DG-mo,35.4,-38.3,0.9,0.7,9
73,419,CA1,27,-46.2,0.6,0.77,60
58,334,DG-mo,25.7,-31.8,0.8,0.93,8
53,420,DG-mo,18.5,-34,0.5,0.63,18
45,302,DG-mo,11,-34,0.3,0.9,10
267,4252,DG-mo,68.2,-198.7,0.3,0.37,47
62,554,DG-mo,21.9,-40.4,0.5,1,13
107,438,LGd,35.6,-71.9,0.5,0.6,35
270,3757,LGd,86.7,-183,0.5,0.4,48
168,5281,fiber tracts,38,-129.8,0.3,0.67,53
1072,6045,CA3,381.6,-690.1,0.6,0.17,73
519,2224,CA3,89.3,-429.7,0.2,0.63,54
524,2225,CA3,96.3,-427.9,0.2,0.63,54
453,356,CA3,170,-283,0.6,0.67,62
192,761,CA3,44.3,-148,0.3,0.77,65
177,1432,CA3,62.7,-114.7,0.5,1,43
181,330,CA3,37,-144.4,0.3,0.5,42
99,758,LGd,25.9,-73.6,0.4,0.9,45
290,3587,LGd,87.6,-202.6,0.4,0.3,50
420,4664,LGd,147.9,-272.3,0.5,0.2,62
319,5714,LGd,92.4,-227.1,0.4,0.27,64
115,327,LGd,39.2,-76.1,0.5,0.43,34
92,273,LGd,27.2,-64.8,0.4,0.7,34
178,638,LGd,44.1,-133.4,0.3,0.7,47
152,1244,LGd,33.5,-118.9,0.3,1.33,44
398,1378,VPM,101.8,-296.3,0.3,0.53,48
407,67,VPM,114,-292.8,0.4,0.43,78
207,3195,VPM,59.8,-147.6,0.4,0.43,54
281,3779,VPM,91.2,-189.4,0.5,0.47,67
252,4886,TH,103.8,-148.3,0.7,0.53,54
190,1164,TH,58.5,-131.8,0.4,0.47,60
306,603,TH,77.3,-228.5,0.3,0.4,56
149,1760,VPM,53.6,-95.5,0.6,0.53,66
175,1426,TH,51.4,-123.8,0.4,0.4,50
261,321,VPM,81.4,-179.6,0.5,0.33,44
337,2589,VPM,74.3,-262.3,0.3,0.57,73
164,15482,VPM,57.3,-106.6,0.5,0.63,44
307,8131,VPM,95.8,-211,0.5,0.43,74
341,4263,VPM,108.7,-232.7,0.5,0.4,67
691,1003,VPM,208.1,-482.6,0.4,0.37,87
169,750,VPM,52.2,-117.1,0.4,0.5,59
296,2302,VPM,89.2,-206.4,0.4,0.43,53
165,852,VPM,51.1,-113.6,0.4,0.4,60
220,1424,VPM,73.3,-146.7,0.5,0.4,64
212,2017,VPM,74.6,-137.1,0.5,0.47,46
655,2357,VPM,189.4,-465.2,0.4,0.47,84
168,6868,VPM,49.2,-119,0.4,0.57,54
136,1009,VPM,41.7,-94,0.4,0.37,66
86,2894,VPM,28.5,-57.5,0.5,0.6,60
116,1162,VPM,40.5,-75.3,0.5,0.5,40
274,1098,VPM,85.2,-188.6,0.5,0.43,59
198,387,VPM,52.2,-145.4,0.4,0.43,54
75,714,VPM,24.5,-50.3,0.5,0.53,33
230,524,VPM,71.2,-158.8,0.4,0.23,32
134,2813,VPM,46.4,-87.6,0.5,0.33,37
329,3631,VPM,109.8,-219.4,0.5,0.33,63
351,3146,VPM,128.9,-222.2,0.6,0.3,60
341,1705,VPM,110.2,-230.3,0.5,0.3,46
446,810,VPM,137.3,-308.4,0.4,0.33,51
223,865,VPM,66.2,-156.6,0.4,0.37,39
365,5959,VPM,133.6,-231.4,0.6,0.5,90
224,1383,VPM,64.8,-159.6,0.4,0.3,41
149,571,VPM,52.1,-97.1,0.5,0.4,65
239,8453,VPM,77.7,-161.6,0.5,0.37,47
254,4507,VPM,65.4,-188.7,0.3,0.37,42
200,642,VPM,65.6,-134.8,0.5,0.3,51
154,576,VPM,62.3,-91.3,0.7,0.43,38
176,1455,VPM,77.7,-98.2,0.8,0.4,41
268,563,VPM,78.9,-188.6,0.4,0.4,67
273,1564,VPL,78.5,-194.3,0.4,0.4,64
196,1479,VPL,67.7,-128.6,0.5,0.47,53
234,1042,VPM,65.5,-168.6,0.4,0.37,64
133,4508,VPM,44.9,-87.9,0.5,0.37,57
250,1392,VPM,78.2,-171.8,0.5,0.37,61
145,2029,VPM,50.7,-94.2,0.5,0.3,45
157,324,VPM,51.8,-105.2,0.5,0.3,51
137,1323,VPM,45.9,-91.6,0.5,0.3,31
178,1304,VPM,62.6,-115.7,0.5,0.33,43
156,806,VPM,48.7,-107.2,0.5,0.33,41
123,983,VPL,39.9,-83,0.5,0.4,37
107,899,VPM,41.4,-65.9,0.6,0.37,50
213,1519,VPM,72.5,-140.9,0.5,0.3,56
275,3391,VPL,87.3,-187.2,0.5,0.4,41
276,475,VPL,73.9,-201.6,0.4,0.3,54
265,1163,VPL,77.8,-187.2,0.4,0.33,51
122,5689,VPL,35.3,-86.3,0.4,0.4,34
476,948,VPL,139,-336.7,0.4,0.33,59
550,863,VPL,159.6,-390.6,0.4,0.33,74
437,3830,VPL,137.7,-298.8,0.5,0.37,62
149,1199,VPL,44.9,-104.3,0.4,0.37,74
392,1540,VPL,131.9,-260,0.5,0.37,79
376,284,VPL,165.8,-210.4,0.8,0.43,72
493,704,VPL,217.2,-276.3,0.8,0.37,64
145,4315,VPL,38.2,-106.9,0.4,0.33,33
258,1213,VPL,76.6,-181.3,0.4,0.37,73
152,545,VPL,53.8,-97.7,0.6,0.33,49
194,2741,VPL,63,-131.2,0.5,0.47,53
238,1458,VPL,77.9,-159.9,0.5,0.33,51
255,471,VPL,82.9,-172.5,0.5,0.37,68
163,3752,VPL,57,-106.3,0.5,0.4,64
141,554,VPL,47.3,-93.6,0.5,0.37,33
113,1587,RT,40.6,-72.6,0.6,0.43,48
155,4235,RT,52.1,-103.1,0.5,0.5,67
253,822,RT,84,-169.3,0.5,0.4,72
366,1929,VPL,122.2,-243.9,0.5,0.47,71
418,72,VPL,130,-287.7,0.5,0.4,70
179,7230,VPL,52,-126.9,0.4,0.5,73
273,6262,VPL,88.6,-184.6,0.5,0.5,75
171,3143,VPL,46.4,-124.7,0.4,0.4,43
204,7224,VPL,67.9,-135.8,0.5,0.43,58
413,1916,VPL,128.3,-284.9,0.5,0.37,75
290,7977,VPL,94.1,-196.3,0.5,0.4,59
97,917,RT,33.4,-64,0.5,0.53,48
239,1596,VPL,83.6,-155,0.5,0.4,87
134,6579,VPL,42.9,-90.7,0.5,0.5,38
203,3580,VPL,56.7,-145.9,0.4,0.4,39
271,2414,VPL,92.2,-179.1,0.5,0.43,62
198,4479,VPL,65.5,-132.3,0.5,0.47,92
202,2211,VPL,56,-145.7,0.4,0.33,35
170,5019,VPL,60.7,-109.7,0.6,0.37,68
169,1172,cc,54.6,-114.6,0.5,0.6,103
69,564,cc,21.1,-47.9,0.4,1.2,19
144,438,cc,40.1,-103.5,0.4,0.6,49
59,572,SUB,12.5,-46.3,0.3,0.6,16
106,731,CA1,18.9,-87.2,0.2,1.23,24
170,360,CA1,43.5,-126,0.3,0.7,48
150,98,CA1,52.5,-97.2,0.5,0.53,41
87,675,CA1,23.5,-63.7,0.4,0.67,53
200,534,CA1,71.1,-128.8,0.6,0.53,45
249,820,CA1,90.2,-159.3,0.6,0.3,63
152,335,CA1,36.5,-115.1,0.3,0.67,39
147,254,CA1,55.6,-91.3,0.6,0.53,61
160,1878,CA1,47.7,-112.4,0.4,0.63,41
307,1326,CA1,85,-221.6,0.4,0.63,64
99,608,CA1,37.1,-62.3,0.6,0.47,38
248,6766,CA1,93.8,-154,0.6,0.27,51
368,3851,CA1,97.5,-270.4,0.4,0.27,86
88,5246,CA1,61.2,-26.5,2.3,0.47,0
356,3855,CA1,93,-262.6,0.4,0.27,85
200,8282,CA1,73.9,-126,0.6,0.2,54
157,646,CA1,47.9,-108.7,0.4,0.3,49
103,303,DG-mo,36.7,-65.8,0.6,0.6,29
95,111,DG-mo,35.8,-58.8,0.6,0.6,29
107,52,DG-mo,20.4,-86.1,0.2,0.6,26
66,333,DG-mo,11.8,-53.9,0.2,0.6,14
65,2330,DG-mo,46.9,-18.1,2.6,1.13,5
297,675,CA1,109.4,-188,0.6,0.17,74
179,137,CA1,46.4,-132.6,0.4,0.87,98
73,497,DG-mo,17.9,-55.2,0.3,0.7,29
40,150,DG-mo,9.2,-30.4,0.3,0.6,5
81,533,CA1,52.7,-28.5,1.8,1.23,4
183,756,CA1,54.9,-128.3,0.4,0.4,73
74,741,DG-mo,35.4,-38.3,0.9,0.7,9
73,419,CA1,27,-46.2,0.6,0.77,60
58,334,DG-mo,25.7,-31.8,0.8,0.93,8
53,420,DG-mo,18.5,-34,0.5,0.63,18
45,302,DG-mo,11,-34,0.3,0.9,10
267,4252,DG-mo,68.2,-198.7,0.3,0.37,47
62,554,DG-mo,21.9,-40.4,0.5,1,13
107,438,LGd,35.6,-71.9,0.5,0.6,35
270,3757,LGd,86.7,-183,0.5,0.4,48
168,5281,fiber tracts,38,-129.8,0.3,0.67,53
1072,6045,CA3,381.6,-690.1,0.6,0.17,73
519,2224,CA3,89.3,-429.7,0.2,0.63,54
524,2225,CA3,96.3,-427.9,0.2,0.63,54
453,356,CA3,170,-283,0.6,0.67,62
192,761,CA3,44.3,-148,0.3,0.77,65
177,1432,CA3,62.7,-114.7,0.5,1,43
181,330,CA3,37,-144.4,0.3,0.5,42
99,758,LGd,25.9,-73.6,0.4,0.9,45
290,3587,LGd,87.6,-202.6,0.4,0.3,50
420,4664,LGd,147.9,-272.3,0.5,0.2,62
319,5714,LGd,92.4,-227.1,0.4,0.27,64
115,327,LGd,39.2,-76.1,0.5,0.43,34
92,273,LGd,27.2,-64.8,0.4,0.7,34
178,638,LGd,44.1,-133.4,0.3,0.7,47
152,1244,LGd,33.5,-118.9,0.3,1.33,44
398,1378,VPM,101.8,-296.3,0.3,0.53,48
407,67,VPM,114,-292.8,0.4,0.43,78
207,3195,VPM,59.8,-147.6,0.4,0.43,54
281,3779,VPM,91.2,-189.4,0.5,0.47,67
252,4886,TH,103.8,-148.3,0.7,0.53,54
190,1164,TH,58.5,-131.8,0.4,0.47,60
306,603,TH,77.3,-228.5,0.3,0.4,56
149,1760,VPM,53.6,-95.5,0.6,0.53,66
175,1426,TH,51.4,-123.8,0.4,0.4,50
261,321,VPM,81.4,-179.6,0.5,0.33,44
337,2589,VPM,74.3,-262.3,0.3,0.57,73
164,15482,VPM,57.3,-106.6,0.5,0.63,44
307,8131,VPM,95.8,-211,0.5,0.43,74
341,4263,VPM,108.7,-232.7,0.5,0.4,67
691,1003,VPM,208.1,-482.6,0.4,0.37,87
169,750,VPM,52.2,-117.1,0.4,0.5,59
296,2302,VPM,89.2,-206.4,0.4,0.43,53
165,852,VPM,51.1,-113.6,0.4,0.4,60
220,1424,VPM,73.3,-146.7,0.5,0.4,64
212,2017,VPM,74.6,-137.1,0.5,0.47,46
655,2357,VPM,189.4,-465.2,0.4,0.47,84
168,6868,VPM,49.2,-119,0.4,0.57,54
136,1009,VPM,41.7,-94,0.4,0.37,66
86,2894,VPM,28.5,-57.5,0.5,0.6,60
116,1162,VPM,40.5,-75.3,0.5,0.5,40
274,1098,VPM,85.2,-188.6,0.5,0.43,59
198,387,VPM,52.2,-145.4,0.4,0.43,54
75,714,VPM,24.5,-50.3,0.5,0.53,33
230,524,VPM,71.2,-158.8,0.4,0.23,32
134,2813,VPM,46.4,-87.6,0.5,0.33,37
329,3631,VPM,109.8,-219.4,0.5,0.33,63
351,3146,VPM,128.9,-222.2,0.6,0.3,60
341,1705,VPM,110.2,-230.3,0.5,0.3,46
446,810,VPM,137.3,-308.4,0.4,0.33,51
223,865,VPM,66.2,-156.6,0.4,0.37,39
365,5959,VPM,133.6,-231.4,0.6,0.5,90
224,1383,VPM,64.8,-159.6,0.4,0.3,41
149,571,VPM,52.1,-97.1,0.5,0.4,65
239,8453,VPM,77.7,-161.6,0.5,0.37,47
254,4507,VPM,65.4,-188.7,0.3,0.37,42
200,642,VPM,65.6,-134.8,0.5,0.3,51
154,576,VPM,62.3,-91.3,0.7,0.43,38
176,1455,VPM,77.7,-98.2,0.8,0.4,41
268,563,VPM,78.9,-188.6,0.4,0.4,67
273,1564,VPL,78.5,-194.3,0.4,0.4,64
196,1479,VPL,67.7,-128.6,0.5,0.47,53
234,1042,VPM,65.5,-168.6,0.4,0.37,64
133,4508,VPM,44.9,-87.9,0.5,0.37,57
250,1392,VPM,78.2,-171.8,0.5,0.37,61
145,2029,VPM,50.7,-94.2,0.5,0.3,45
157,324,VPM,51.8,-105.2,0.5,0.3,51
137,1323,VPM,45.9,-91.6,0.5,0.3,31
178,1304,VPM,62.6,-115.7,0.5,0.33,43
156,806,VPM,48.7,-107.2,0.5,0.33,41
123,983,VPL,39.9,-83,0.5,0.4,37
107,899,VPM,41.4,-65.9,0.6,0.37,50
213,1519,VPM,72.5,-140.9,0.5,0.3,56
275,3391,VPL,87.3,-187.2,0.5,0.4,41
276,475,VPL,73.9,-201.6,0.4,0.3,54
265,1163,VPL,77.8,-187.2,0.4,0.33,51
122,5689,VPL,35.3,-86.3,0.4,0.4,34
476,948,VPL,139,-336.7,0.4,0.33,59
550,863,VPL,159.6,-390.6,0.4,0.33,74
437,3830,VPL,137.7,-298.8,0.5,0.37,62
149,1199,VPL,44.9,-104.3,0.4,0.37,74
392,1540,VPL,131.9,-260,0.5,0.37,79
